A_ID_PERIODO,A_ID_PERIODO_FECHA,B_TARGET,A_PA_NPERIODOS_ANT,A_PA_NPERIODOS_POS,B_PA_DDM_EVER,B_PA_DDM_PROX12,B_PA_PERIODO_DQ90_EVER,D_CLI_PA_OPERACION_MIN,D_CLI_PA_PERIODO_ALTA_MIN,D_PA_OPERACION,D_PA_OPERACION_PRIMERA,D_PA_PERIODO_ALTA,I_CLI_CALIF,I_CLI_CALIF_CRC,I_CLI_OCUPACION,I_CLI_RIESGO,I_CLI_SEXO,I_PA_AREA,I_PA_PRODUCTO,I_PA_PRODUCTO_GRUPO,I_PA_SUCURSAL,N_CLI_EDAD,N_CLI_PA_ANTIG_TOTAL_MAX,N_CLI_PA_CUOTAS_MAX,N_CLI_PA_CUOTAS_PAGAS_EVER,N_CLI_PA_DDM_ACTUAL_MAX,N_CLI_PA_DDM_EVER_MAX,N_CLI_PA_DDM_ULT01a03_MAX,N_CLI_PA_MESES_DQ30_EVER_MAX,N_CLI_PA_MESES_SINPAGO_EVER_MAX,N_CLI_TC_DDM_ACTUAL_MAX,N_CLI_TC_DDM_EVER_MAX,N_CLI_TC_DDM_ULT01a03_MAX,N_PA_ANTIG,N_PA_CUOTAS,N_PA_DDM_ACTUAL,N_PA_DDM_EVER,N_PA_DDM_ULT01a03,N_PA_MESES_ALDIA_EVER,N_PA_MESES_CONPAGO_EVER,N_PA_MESES_DQ30_EVER,N_PA_MESES_SINPAGO_EVER,P_CLI_PA_CUOTA_SUM_v_INGRESO,P_CLI_PA_MONTO_NETO_SUM_v_INGRESO,P_CLI_PA_SALDO_SUM_v_INGRESO,P_CLI_TC_DEUDA_v_CREDITO,P_CLI_TC_FINANC1_v_DEUDA,P_PA_CUOTA_v_INGRESO,P_PA_CUOTA_v_MONTO_NETO,P_PA_CUOTA_v_SALDO,P_PA_MONTO_NETO_v_INGRESO,P_PA_SALDO_v_INGRESO,P_PA_SALDO_v_MONTO_NETO,PN_PA_ANTIG_v_CUOTAS,PN_PA_CUOTAS_CLIENTE,PN_PA_DDM_ACTUAL_CLIENTE,PN_PA_DDM_EVER_CLIENTE,PN_PA_DDM_ULT01a03_CLIENTE,PN_PA_MESES_ALDIA_EVER_v_ANTIG,PN_PA_MESES_CONPAGO_EVER_v_ANTIG,PN_PA_MESES_DQ30_v_SINPAGO_EVER,PV_PA_MONTO_NETO_CLIENTE,PV_PA_SALDO_CLIENTE,V_CLI_INGRESO,V_CLI_PA_CUOTA_SUM,V_CLI_PA_MONTO_NETO_SUM,V_CLI_PA_SALDO_SUM,V_CLI_TC_CREDITO_LINEA_SUM,V_CLI_TC_DEUDA_SUM,V_CLI_TC_FINANC1_SUM,V_PA_CUOTA,V_PA_MONTO_NETO,V_PA_SALDO
201304,30/04/2013,0,0,12,-12,-12, ,12/04/2013,201304,12/04/2013,02/02/2012,201304,20,1,EMPL.FIRMA ESTATAL,D,F,OI,1,1,15,51,14,24,31,-43, , , ,0,0,0,0,0,24,-43, , ,0,0,0,0,6.105533875,108.5159671,105.1428916,80.90086667,81.8144511,6.105533875,5.626392169,5.806891727,108.5159671,105.1428916,96.8916321,0,100,100, , , , ,0,100,100,6466265,394800,7016930,6798818,3000000,2427026,1985658,394800,7016930,6798818
201303,31/03/2013,0,0,8,-6,-6, ,06/03/2013,201303,06/03/2013,22/08/2011,201303,10,1,EMPL.FIRMA PARTICULAR,F,F,FA,1,1,49,38,19,18,37,-6, , , ,0,0,0,0,0,18,-6, , ,0,0,0,0,13,186.3233667,186.3233667,-0.00764,20201.04712,13,6.977117381,6.977117381,186.3233667,186.3233667,100,0,100,100, , , , ,0,100,100,3000000,390000,5589701,5589701,2500000,-191,-38584,390000,5589701,5589701
201304,30/04/2013,0,1,7,-6,-6, ,06/03/2013,201303,06/03/2013,22/08/2011,201303,10,1,EMPL.FIRMA PARTICULAR,F,F,FA,1,1,49,38,20,18,37,-6,-6,-6, ,1,0,0,0,1,18,-6,-6,-6,1,0,0,1,13,186.3233667,178.0853667,0,0,13,6.977117381,7.299869856,186.3233667,178.0853667,95.57865439,5.555555556,100,100,100,100,100,0,0,100,100,3000000,390000,5589701,5342561,2500000,0,0,390000,5589701,5342561
201302,28/02/2013,0,0,14,-37,-37, ,28/02/2013,201302,28/02/2013,09/05/2011,201302,10,1,EMPL.FIRMA PARTICULAR,H,F,OI,1,1,41,52,21,21,34,-40, , , ,0, , , ,0,21,-40, , ,0,0,0,0,24.23333333,387.7556667,387.7556667, , ,24.23333333,6.249640022,6.249640022,387.7556667,387.7556667,100,0,100,100, , , , ,0,100,100,600000,145400,2326534,2326534, , , ,145400,2326534,2326534
201303,31/03/2013,0,1,13,-37,-37, ,28/02/2013,201302,28/02/2013,09/05/2011,201302,10,1,EMPL.FIRMA PARTICULAR,H,F,OI,1,1,41,52,22,21,34,-39,-40,-40, ,1, , , ,1,21,-39,-40,-40,1,0,0,1,24.23333333,387.7556667,372.561, , ,24.23333333,6.249640022,6.50452767,387.7556667,372.561,96.08138114,4.761904762,100,100,100,100,100,0,0,100,100,600000,145400,2326534,2235366, , , ,145400,2326534,2235366
201304,30/04/2013,0,2,12,-37,-37, ,28/02/2013,201302,28/02/2013,09/05/2011,201302,10,1,EMPL.FIRMA PARTICULAR,H,F,OI,1,1,41,52,23,21,34,-40,-39,-39, ,1, , , ,2,21,-40,-39,-39,2,1,0,1,24.23333333,387.7556667,357.6325, , ,24.23333333,6.249640022,6.776043378,387.7556667,357.6325,92.23140517,9.523809524,100,100,100,100,100,50,0,100,100,600000,145400,2326534,2145795, , , ,145400,2326534,2145795
201302,28/02/2013,0,4,5,-16,-16, ,12/10/2012,201210,12/10/2012,12/10/2012,201210,0,1,EMPL.FIRMA PARTICULAR,D,F,OI,1,1,18,41,4,18,24,-16,-16,-16, ,1,0,0,0,4,18,-16,-16,-16,4,3,0,1,12.4,175.2095,143.0618333,77.11552381,63.56054553,12.4,7.077241816,8.667580801,175.2095,143.0618333,81.65187009,22.22222222,100,100,100,100,100,75,0,100,100,3000000,372000,5256285,4291855,2100000,1619426,1029316,372000,5256285,4291855
201303,31/03/2013,0,5,4,-16,-16, ,12/10/2012,201210,12/10/2012,12/10/2012,201210,0,1,EMPL.FIRMA PARTICULAR,D,F,OI,1,1,18,41,5,18,24,-16,-16,-16, ,1,0,0,0,5,18,-16,-16,-16,5,4,0,1,12.4,175.2095,134.1408667,80.68271429,60.3417738,12.4,7.077241816,9.244013631,175.2095,134.1408667,76.56027023,27.77777778,100,100,100,100,100,80,0,100,100,3000000,372000,5256285,4024226,2100000,1694337,1022393,372000,5256285,4024226
201304,30/04/2013,0,6,3,-16,-16, ,12/10/2012,201210,12/10/2012,12/10/2012,201210,0,1,EMPL.FIRMA PARTICULAR,D,F,OI,1,1,18,41,6,18,24,-16,-16,-16, ,1,0,0,0,6,18,-16,-16,-16,6,5,0,1,12.4,175.2095,125.3524667,95.55895238,56.1204801,12.4,7.077241816,9.892106896,175.2095,125.3524667,71.54433217,33.33333333,100,100,100,100,100,83.33333333,0,100,100,3000000,372000,5256285,3760574,2100000,2006738,1126191,372000,5256285,3760574
201302,28/02/2013,0,10,2,-15,-15, ,04/04/2012,201204,04/04/2012,18/03/1994,201204,32,1,EMPL.FIRMA PARTICULAR,D,F,FA,1,1,1,48,227,18,98,-15,-15,-15, ,1,0,0,0,10,18,-15,-15,-15,10,9,0,1,15.60808199,194.9187387,110.0524381,92.67842857,48.14758867,9.128014232,7.072138789,14.30085565,129.0700664,63.82844816,49.45255699,55.55555556,100,100,100,100,100,90,0,66.21737204,57.99821362,1824055,284700,3555425,2007417,1400000,1297498,624714,166500,2354309,1164266
201303,31/03/2013,0,11,1,-15,-15, ,04/04/2012,201204,04/04/2012,18/03/1994,201204,32,1,EMPL.FIRMA PARTICULAR,D,F,FA,1,1,1,48,228,18,98,-15,-15,-15, ,1,0,0,0,11,18,-15,-15,-15,11,10,0,1,15.60808199,194.9187387,97.08062531,95.18057143,67.45156575,9.128014232,7.072138789,16.2400682,129.0700664,56.20674815,43.54746977,61.11111111,100,100,100,100,100,90.90909091,0,66.21737204,57.89697787,1824055,284700,3555425,1770804,1400000,1332528,898811,166500,2354309,1025242
201302,28/02/2013,0,4,2,-25,-25, ,04/04/2012,201204,25/10/2012,18/03/1994,201210,10,1,EMPL.FIRMA PARTICULAR,F,F,FA,1,1,1,48,227,18,98,-15,-15,-15, ,1,0,0,0,4,12,-25,-25,-25,4,3,0,1,15.60808199,194.9187387,110.0524381,92.67842857,48.14758867,6.480067761,9.840848011,14.01884123,65.84867233,46.22398996,70.19729984,33.33333333,66.66666667,166.6666667,166.6666667,166.6666667,100,75,0,33.78262796,42.00178638,1824055,284700,3555425,2007417,1400000,1297498,624714,118200,1201116,843151
201303,31/03/2013,0,5,1,-25,-25, ,04/04/2012,201204,25/10/2012,18/03/1994,201210,10,1,EMPL.FIRMA PARTICULAR,F,F,FA,1,1,1,48,228,18,98,-15,-15,-15, ,1,0,0,0,5,12,-25,-25,-25,5,4,0,1,15.60808199,194.9187387,97.08062531,95.18057143,67.45156575,6.480067761,9.840848011,15.85381229,65.84867233,40.87387716,62.0724393,41.66666667,66.66666667,166.6666667,166.6666667,166.6666667,100,80,0,33.78262796,42.10302213,1824055,284700,3555425,1770804,1400000,1332528,898811,118200,1201116,745562
201302,28/02/2013,0,0,14,-5,-5, ,07/02/2013,201302,07/02/2013,16/09/1999,201302,20,1,EMPL.FIRMA PARTICULAR,F,M,FA,1,1,31,46,161,24,153,-5, , , ,0,0,0,0,0,24,-5, , ,0,0,0,0,17.65132985,315.8051467,315.8051467,73.6675,95.19554169,17.65132985,5.589310382,5.589310382,315.8051467,315.8051467,100,0,100,100, , , , ,0,100,100,1658232,292700,5236782,5236782,1480000,1090279,1037897,292700,5236782,5236782
201303,31/03/2013,0,1,13,-5,-5, ,07/02/2013,201302,07/02/2013,16/09/1999,201302,20,1,EMPL.FIRMA PARTICULAR,F,M,FA,1,1,31,46,162,24,153,-5,-5,-5, ,1,0,0,0,1,24,-5,-5,-5,1,0,0,1,17.65132985,315.8051467,304.9614288,69.23493243,106.4022126,17.65132985,5.589310382,5.788053237,315.8051467,304.9614288,96.56632642,4.166666667,100,100,100,100,100,0,0,100,100,1658232,292700,5236782,5056968,1480000,1024677,1090279,292700,5236782,5056968
201304,30/04/2013,0,2,12,-5,-5, ,07/02/2013,201302,07/02/2013,16/09/1999,201302,20,1,EMPL.FIRMA PARTICULAR,F,M,FA,1,1,31,46,163,24,153,-5,-5,-5, ,1,0,0,0,2,24,-5,-5,-5,2,1,0,1,17.65132985,315.8051467,295.1481457,62.30358108,111.1251251,17.65132985,5.589310382,5.980498304,315.8051467,295.1481457,93.45894101,8.333333333,100,100,100,100,100,50,0,100,100,1658232,292700,5236782,4894241,1480000,922093,1024677,292700,5236782,4894241
201302,28/02/2013,0,14,2,56,56, ,27/12/2011,201112,27/12/2011,16/08/1996,201112,22,1,EMPL.FIRMA ESTATAL,D,M,FA,1,1,10,41,198,24,57,54,87,87,5,5, , , ,14,24,54,87,87,9,9,5,5,13.36798616,236.0857099,144.0668715, , ,13.36798616,5.662344478,9.27901468,236.0857099,144.0668715,61.02312232,58.33333333,100,100,100,100,64.28571429,64.28571429,100,100,100,4367898,583900,10311983,6292694, , , ,583900,10311983,6292694
201303,31/03/2013,0,15,1,56,56, ,27/12/2011,201112,27/12/2011,16/08/1996,201112,22,1,EMPL.FIRMA ESTATAL,D,M,FA,1,1,10,41,199,24,57,54,87,87,6,5, , , ,15,24,54,87,87,9,10,6,5,13.36798616,236.0857099,134.4365642, , ,13.36798616,5.662344478,9.943713033,236.0857099,134.4365642,56.94396509,62.5,100,100,100,100,60,66.66666667,120,100,100,4367898,583900,10311983,5872052, , , ,583900,10311983,5872052
201302,28/02/2013,0,5,14,27,-3, ,03/09/2012,201209,03/09/2012,01/10/1999,201209,52,1,SIN DEFINIR,G,M,OI,48,3,14,40,160,24,28,-3,-3,-3, ,1, , , ,5,24,-3,-3,-3,5,4,0,1,33.54,597.342,501.1416, , ,33.54,5.614873891,6.692719184,597.342,501.1416,83.89525598,20.83333333,100,100,100,100,100,80,0,100,100,0,167700,2986710,2505708, , , ,167700,2986710,2505708
201303,31/03/2013,0,6,13,27,-3, ,03/09/2012,201209,03/09/2012,01/10/1999,201209,52,1,SIN DEFINIR,G,M,OI,48,3,14,40,161,24,28,-3,-3,-3, ,1, , , ,6,24,-3,-3,-3,6,5,0,1,33.54,597.342,479.3238, , ,33.54,5.614873891,6.997357527,597.342,479.3238,80.2427755,25,100,100,100,100,100,83.33333333,0,100,100,0,167700,2986710,2396619, , , ,167700,2986710,2396619
201304,30/04/2013,0,7,12,27,27, ,03/09/2012,201209,03/09/2012,01/10/1999,201209,52,1,SIN DEFINIR,G,M,OI,48,3,14,40,162,24,28,-3,-3,-3, ,1, , , ,7,24,-3,-3,-3,7,6,0,1,33.54,597.342,458.1968, , ,33.54,5.614873891,7.319998743,597.342,458.1968,76.70594065,29.16666667,100,100,100,100,100,85.71428571,0,100,100,0,167700,2986710,2290984, , , ,167700,2986710,2290984
201302,28/02/2013,0,4,14,54,24, ,04/10/2012,201210,04/10/2012,06/09/2010,201210,10,1,EMPL.FIRMA PARTICULAR,D,M,FA,1,1,22,39,29,24,39,-7,-7,-7, ,1,0,0,0,4,24,-7,-7,-7,4,3,0,1,14.32964927,251.9338484,220.1834523,31.15214286,36.80442594,14.32964927,5.687861858,6.508050047,251.9338484,220.1834523,87.39732817,16.66666667,100,100,100,100,100,75,0,100,100,5732171,821400,14441279,12621292,4900000,1526455,561803,821400,14441279,12621292
201303,31/03/2013,0,5,13,54,52, ,04/10/2012,201210,04/10/2012,06/09/2010,201210,10,1,EMPL.FIRMA PARTICULAR,D,M,FA,1,1,22,39,30,24,39,-7,-7,-7, ,1,0,0,0,5,24,-7,-7,-7,5,4,0,1,14.32964927,251.9338484,211.1884834,29.38879592,92.47971079,14.32964927,5.687861858,6.78524181,251.9338484,211.1884834,83.82695882,20.83333333,100,100,100,100,100,80,0,100,100,5732171,821400,14441279,12105685,4900000,1440051,1331755,821400,14441279,12105685
201304,30/04/2013,0,6,12,54,54, ,04/10/2012,201210,04/10/2012,06/09/2010,201210,10,1,EMPL.FIRMA PARTICULAR,D,M,FA,1,1,22,39,31,24,39,-7,-7,-7, ,1,0,0,0,6,24,-7,-7,-7,6,5,0,1,14.32964927,251.9338484,202.5238082,26.41977551,94.82314191,14.32964927,5.687861858,7.075538132,251.9338484,202.5238082,80.38769281,25,100,100,100,100,100,83.33333333,0,100,100,5732171,821400,14441279,11609011,4900000,1294569,1227551,821400,14441279,11609011
201302,28/02/2013,0,13,3,77,77, ,04/01/2012,201201,04/01/2012,25/10/2000,201201,30,1,EMPL.FIRMA ESTATAL,G,M,OI,1,1,17,37,148,24,148,44,47,47,6,4, , , ,13,24,44,47,47,7,9,6,4,7.815151922,137.716945,83.89370429, , ,7.815151922,5.674793266,9.315540407,137.716945,83.89370429,60.9174886,54.16666667,100,100,100,100,53.84615385,69.23076923,150,100,100,4560372,356400,6280405,3825865, , , ,356400,6280405,3825865
201303,31/03/2013,0,14,2,77,77, ,04/01/2012,201201,04/01/2012,25/10/2000,201201,30,1,EMPL.FIRMA ESTATAL,G,M,OI,1,1,17,37,149,24,148,44,47,47,7,4, , , ,14,24,44,47,47,7,10,7,4,7.815151922,137.716945,78.25918587, , ,7.815151922,5.674793266,9.986242298,137.716945,78.25918587,56.82611233,58.33333333,100,100,100,100,50,71.42857143,175,100,100,4560372,356400,6280405,3568910, , , ,356400,6280405,3568910
201304,30/04/2013,0,15,1,77,77, ,04/01/2012,201201,04/01/2012,25/10/2000,201201,30,2,EMPL.FIRMA ESTATAL,G,M,OI,1,1,17,37,150,24,148,74,47,47,8,4, , , ,15,24,74,47,47,7,11,8,4,7.815151922,137.716945,78.25918587, , ,7.815151922,5.674793266,9.986242298,137.716945,78.25918587,56.82611233,62.5,100,100,100,100,46.66666667,73.33333333,200,100,100,4560372,356400,6280405,3568910, , , ,356400,6280405,3568910
201302,28/02/2013,0,6,5,-1,-1, ,01/08/2012,201208,01/08/2012,04/09/2006,201208,10,1,EMPL.FIRMA PARTICULAR,F,M,OI,1,1,29,35,77,12,94,-1,-1,-1, ,2, , , ,6,12,-1,-1,-1,6,4,0,2,14.06920141,142.7785738,77.16839381, , ,14.06920141,9.853860449,18.23181839,142.7785738,77.16839381,54.04760095,50,100,100,100,100,100,66.66666667,0,100,100,1658232,233300,2367600,1279631, , , ,233300,2367600,1279631
201303,31/03/2013,0,7,4,-1,-1, ,01/08/2012,201208,01/08/2012,04/09/2006,201208,10,1,EMPL.FIRMA PARTICULAR,F,M,OI,1,1,29,35,78,12,94,-1,-1,-1, ,3, , , ,7,12,-1,-1,-1,7,4,0,3,28.18664698,285.5847674,207.8055423, , ,14.06920141,9.853860449,21.64514214,142.7785738,64.9993487,45.52458186,58.33333333,100,100,100,100,100,57.14285714,0,49.99516435,31.27892932,1658232,467400,4735658,3445898, , , ,233300,2367600,1077840
201304,30/04/2013,0,8,3,-1,-1, ,01/08/2012,201208,01/08/2012,04/09/2006,201208,10,1,EMPL.FIRMA PARTICULAR,F,M,OI,1,1,29,35,79,12,94,-32,-1,-1, ,3,0, , ,8,12,-32,-1,-1,8,5,0,3,28.18664698,285.5847674,172.3636379,62.36785714,0,14.06920141,9.853860449,35.15248312,142.7785738,40.02335017,28.03176212,66.66666667,100,100,100,100,100,62.5,0,49.99516435,23.22029789,1658232,467400,4735658,2858189,1400000,873150,0,233300,2367600,663680
201303,31/03/2013,0,0,12,28,28, ,01/08/2012,201208,18/03/2013,04/09/2006,201303,10,1,EMPL.FIRMA PARTICULAR,G,M,OI,1,1,29,35,78,12,94,-1,-1,-1, ,3, , , ,0,12,-33, , ,0,0,0,0,28.18664698,285.5847674,207.8055423, , ,14.11744557,9.885737596,9.885737596,142.8061936,142.8061936,100,0,100,3300, , , , ,0,50.00483565,68.72107068,1658232,467400,4735658,3445898, , , ,234100,2368058,2368058
201304,30/04/2013,0,1,11,28,28, ,01/08/2012,201208,18/03/2013,04/09/2006,201303,10,1,EMPL.FIRMA PARTICULAR,G,M,OI,1,1,29,35,79,12,94,-32,-1,-1, ,3,0, , ,1,12,-34,-33,-33,1,0,0,1,28.18664698,285.5847674,172.3636379,62.36785714,0,14.11744557,9.885737596,10.66753429,142.8061936,132.3402877,92.67125214,8.333333333,100,106.25,3300,3300,100,0,0,50.00483565,76.77970211,1658232,467400,4735658,2858189,1400000,873150,0,234100,2368058,2194509
201303,31/03/2013,0,0,7,-15,-15, ,21/03/2013,201303,21/03/2013,21/06/2012,201303,11,1,EMPL.FIRMA PARTICULAR,F,M,FA,17,3,11,35,9,12,23,-15, , , ,0, , , ,0,12,-15, , ,0,0,0,0,11.095,113.19715,113.19715, , ,11.095,9.801483518,9.801483518,113.19715,113.19715,100,0,100,100, , , , ,0,100,100,2000000,221900,2263943,2263943, , , ,221900,2263943,2263943
201304,30/04/2013,0,1,6,-15,-15, ,21/03/2013,201303,21/03/2013,21/06/2012,201303,11,1,EMPL.FIRMA PARTICULAR,F,M,FA,17,3,11,35,10,12,23,-15,-15,-15, ,1, , , ,1,12,-15,-15,-15,1,0,0,1,11.095,113.19715,104.57715, , ,11.095,9.801483518,10.6093922,113.19715,104.57715,92.38496729,8.333333333,100,100,100,100,100,0,0,100,100,2000000,221900,2263943,2091543, , , ,221900,2263943,2091543
201302,28/02/2013,0,8,5,-5,-5, ,11/06/2012,201206,11/06/2012,25/08/2010,201206,10,1,EMPL.FIRMA PARTICULAR,C,M,FA,1,1,21,34,30,24,42,-5,-5,-5, ,1,0,0,0,8,24,-5,-5,-5,8,7,0,1,10.36513052,184.6213444,134.6508027,101.7200685,88.43441543,10.36513052,5.614264459,7.697785915,184.6213444,134.6508027,72.933497,33.33333333,100,100,100,100,100,87.5,0,100,100,2101276,217800,3879404,2829385,1460000,1485113,1313351,217800,3879404,2829385
201303,31/03/2013,0,9,4,-5,-5, ,11/06/2012,201206,11/06/2012,25/08/2010,201206,10,1,EMPL.FIRMA PARTICULAR,C,M,FA,1,1,21,34,31,24,42,-5,-5,-5, ,1,0,0,0,9,24,-5,-5,-5,9,8,0,1,10.36513052,184.6213444,127.4836813,104.4717808,83.59817949,10.36513052,5.614264459,8.130554759,184.6213444,127.4836813,69.05143161,37.5,100,100,100,100,100,88.88888889,0,100,100,2101276,217800,3879404,2678784,1460000,1525288,1275113,217800,3879404,2678784
201304,30/04/2013,0,10,3,-5,-5, ,11/06/2012,201206,11/06/2012,25/08/2010,201206,10,1,EMPL.FIRMA PARTICULAR,C,M,FA,1,1,21,34,32,24,42,-5,-5,-5, ,1,0,0,0,10,24,-5,-5,-5,10,9,0,1,10.36513052,184.6213444,120.4707521,83.03027397,108.3024677,10.36513052,5.614264459,8.603856408,184.6213444,120.4707521,65.25288421,41.66666667,100,100,100,100,100,90,0,100,100,2101276,217800,3879404,2531423,1460000,1212242,1312888,217800,3879404,2531423
201302,28/02/2013,0,3,4,-5,-5, ,03/11/2012,201211,03/11/2012,08/11/2011,201211,11,1,EMPL.FIRMA ESTATAL,F,M,OI,1,1,30,32,15,12,33,-36,-5,-5, ,2,0,0,0,3,12,-36,-5,-5,3,1,0,2,16.39373366,166.4260203,116.3820485,37.51627208,12.14257559,16.39373366,9.850463061,14.08613603,166.4260203,116.3820485,69.93019975,25,100,100,100,100,100,33.33333333,0,100,100,3774003,618700,6280923,4392262,5660000,2123421,257838,618700,6280923,4392262
201303,31/03/2013,0,4,3,-5,-5, ,03/11/2012,201211,03/11/2012,08/11/2011,201211,11,1,EMPL.FIRMA ESTATAL,F,M,OI,1,1,30,32,16,12,33,-5,-5,-5, ,2,0,0,0,4,12,-5,-5,-5,4,2,0,2,16.39373366,166.4260203,116.3820485,69.28469965,-5.888440026,16.39373366,9.850463061,14.08613603,166.4260203,116.3820485,69.93019975,33.33333333,100,100,100,100,100,50,0,100,100,3774003,618700,6280923,4392262,5660000,3921514,-230916,618700,6280923,4392262
201304,30/04/2013,0,5,2,-5,-5, ,03/11/2012,201211,03/11/2012,08/11/2011,201211,11,1,EMPL.FIRMA ESTATAL,F,M,OI,1,1,30,32,17,12,33,-5,-5,-5, ,3,0,0,0,5,12,-5,-5,-5,5,2,0,3,16.39373366,166.4260203,103.1336223,90.73855124,11.6379876,16.39373366,9.850463061,15.89562481,166.4260203,103.1336223,61.96965,41.66666667,100,100,100,100,100,40,0,100,100,3774003,618700,6280923,3892266,5660000,5135802,597704,618700,6280923,3892266
201302,28/02/2013,0,7,4,1,1, ,04/07/2012,201207,04/07/2012,18/05/2011,201207,30,1,EMPL.FIRMA PARTICULAR,C,M,FA,1,1,1,31,21,12,31,29,31,31,3,2, , , ,7,12,29,31,31,4,5,3,2,11.57,118.3257,63.543, , ,11.57,9.778095545,18.20814252,118.3257,63.543,53.701774,58.33333333,100,100,100,100,57.14285714,71.42857143,150,100,100,2000000,231400,2366514,1270860, , , ,231400,2366514,1270860
201303,31/03/2013,0,8,3,1,1, ,04/07/2012,201207,04/07/2012,18/05/2011,201207,30,1,EMPL.FIRMA PARTICULAR,C,M,FA,1,1,1,31,22,12,31,1,31,31,3,3, , , ,8,12,1,31,31,5,5,3,3,11.57,118.3257,43.4207, , ,11.57,9.778095545,26.64627701,118.3257,43.4207,36.69591644,66.66666667,100,100,100,100,62.5,62.5,100,100,100,2000000,231400,2366514,868414, , , ,231400,2366514,868414
201304,30/04/2013,0,9,2,1,1, ,04/07/2012,201207,04/07/2012,18/05/2011,201207,30,1,EMPL.FIRMA PARTICULAR,C,M,FA,1,1,1,31,23,12,31,0,31,29,3,3, , , ,9,12,0,31,29,6,6,3,3,11.57,118.3257,32.89125, , ,11.57,9.778095545,35.17652871,118.3257,32.89125,27.79721565,75,100,0,100,100,66.66666667,66.66666667,100,100,100,2000000,231400,2366514,657825, , , ,231400,2366514,657825
201303,31/03/2013,0,0,13,-26,-26, ,25/03/2013,201303,25/03/2013,19/01/2006,201303,10,1,EMPL.FIRMA PARTICULAR,D,M,FA,1,1,3,31,86,24,110,-26, , , ,0, , , ,0,24,-26, , ,0,0,0,0,8.59875,153.5717,153.5717, , ,8.59875,5.59917615,5.59917615,153.5717,153.5717,100,0,100,100, , , , ,0,100,100,8000000,687900,12285736,12285736, , , ,687900,12285736,12285736
201304,30/04/2013,0,1,12,-26,-26, ,25/03/2013,201303,25/03/2013,19/01/2006,201303,10,1,EMPL.FIRMA PARTICULAR,D,M,FA,1,1,3,31,87,24,110,-26,-26,-26, ,1,0, , ,1,24,-26,-26,-26,1,0,0,1,8.59875,153.5717,148.882075,0.1,0,8.59875,5.59917615,5.775544168,153.5717,148.882075,96.94629609,4.166666667,100,100,100,100,100,0,0,100,100,8000000,687900,12285736,11910566,5000000,5000,0,687900,12285736,11910566
201302,28/02/2013,0,1,8,-27,-27, ,05/01/2013,201301,05/01/2013,06/02/2012,201301,11,1,EMPL.FIRMA PARTICULAR,G,M,OI,1,1,41,30,12,14,24,-27,-27,-27, ,1,0,0,0,1,14,-27,-27,-27,1,0,0,1,9.682359614,110.476177,103.7133579,104.9493571,85.73202994,9.682359614,8.764205895,9.335691958,110.476177,103.7133579,93.878482,7.142857143,100,100,100,100,100,0,0,100,100,3526000,341400,3895390,3656933,1400000,1469291,1259653,341400,3895390,3656933
201303,31/03/2013,0,2,7,-27,-27, ,05/01/2013,201301,05/01/2013,06/02/2012,201301,11,1,EMPL.FIRMA PARTICULAR,G,M,OI,1,1,41,30,13,14,24,-27,-27,-27, ,1,0,0,0,2,14,-27,-27,-27,2,1,0,1,9.682359614,110.476177,96.50657969,104.7241429,85.89171006,9.682359614,8.764205895,10.03284921,110.476177,96.50657969,87.35510437,14.28571429,100,100,100,100,100,50,0,100,100,3526000,341400,3895390,3402822,1400000,1466138,1259291,341400,3895390,3402822
201304,30/04/2013,0,3,6,-27,-27, ,05/01/2013,201301,05/01/2013,06/02/2012,201301,11,1,EMPL.FIRMA PARTICULAR,G,M,OI,1,1,41,30,14,14,24,-27,-27,-27, ,1,0,0,0,3,14,-27,-27,-27,3,2,0,1,9.682359614,110.476177,89.37458877,94.06214286,95.61596817,9.682359614,8.764205895,10.83345921,110.476177,89.37458877,80.89942214,21.42857143,100,100,100,100,100,66.66666667,0,100,100,3526000,341400,3895390,3151348,1400000,1316870,1259138,341400,3895390,3151348
201302,28/02/2013,0,10,13,21,21, ,20/04/2012,201204,20/04/2012,21/08/2010,201204,20,6,EMPL.FIRMA PARTICULAR,E,M,FA,1,1,22,28,30,24,48,-71,-10,-69, ,2,0,26,26,10,24,-71,-10,-69,10,8,0,2,4.406666667,78.9787,45.0448,11.165625,90.6069596,4.406666667,5.579563435,9.782853219,78.9787,45.0448,57.03411173,41.66666667,100,100,100,100,100,80,0,100,100,3000000,132200,2369361,1351344,2400000,267975,242804,132200,2369361,1351344
201303,31/03/2013,0,11,12,21,21, ,20/04/2012,201204,20/04/2012,21/08/2010,201204,20,6,EMPL.FIRMA PARTICULAR,E,M,FA,1,1,22,28,31,24,48,-40,-10,-69, ,2,24,26,26,11,24,-40,-10,-69,11,9,0,2,4.406666667,78.9787,45.0448,12.3115,90.69264509,4.406666667,5.579563435,9.782853219,78.9787,45.0448,57.03411173,45.83333333,100,100,100,100,100,81.81818182,0,100,100,3000000,132200,2369361,1351344,2400000,295476,267975,132200,2369361,1351344
